,position,coverage_p,coverage_m
386150,386150,601.0,2
386151,386151,593.0,2
386152,386152,566.0,2
386153,386153,560.0,2
386154,386154,561.0,2
386155,386155,553.0,2
386156,386156,550.0,2
386157,386157,548.0,2
386158,386158,546.0,2
386159,386159,544.0,2
386160,386160,544.0,2
386161,386161,552.0,2
386162,386162,546.0,2
386163,386163,545.0,2
386164,386164,544.0,2
386165,386165,539.0,2
386166,386166,497.0,2
386167,386167,495.0,2
386168,386168,487.0,2
386169,386169,485.0,2
386170,386170,484.0,2
386171,386171,484.0,2
386172,386172,483.0,2
386173,386173,480.0,2
386174,386174,462.0,2
386175,386175,391.0,2
386176,386176,325.0,2
386177,386177,305.0,2
386178,386178,296.0,2
386179,386179,296.0,2
386180,386180,304.0,2
386181,386181,304.0,2
386182,386182,304.0,2
386183,386183,304.0,2
386184,386184,304.0,2
386185,386185,303.0,2
386186,386186,303.0,2
386187,386187,304.0,2
386188,386188,304.0,2
386189,386189,305.0,2
386190,386190,308.0,2
386191,386191,308.0,2
386192,386192,309.0,2
386193,386193,309.0,2
386194,386194,309.0,2
386195,386195,309.0,2
386196,386196,308.0,2
386197,386197,301.0,2
386198,386198,296.0,2
386199,386199,294.0,2
386200,386200,294.0,2
386201,386201,300.0,2
386202,386202,324.0,2
386203,386203,335.0,2
386204,386204,337.0,2
386205,386205,355.0,2
386206,386206,357.0,2
386207,386207,358.0,2
386208,386208,360.0,2
386209,386209,361.0,2
386210,386210,361.0,2
386211,386211,363.0,2
386212,386212,363.0,2
386213,386213,363.0,2
386214,386214,364.0,2
386215,386215,365.0,2
386216,386216,370.0,2
386217,386217,373.0,2
386218,386218,373.0,2
386219,386219,376.0,2
386220,386220,378.0,2
386221,386221,379.0,2
386222,386222,379.0,2
386223,386223,379.0,2
386224,386224,380.0,2
386225,386225,388.0,2
386226,386226,388.0,2
386227,386227,390.0,2
386228,386228,394.0,2
386229,386229,393.0,2
386230,386230,404.0,2
386231,386231,419.0,2
386232,386232,424.0,2
386233,386233,424.0,2
386234,386234,424.0,2
386235,386235,442.0,2
386236,386236,444.0,2
386237,386237,443.0,2
386238,386238,444.0,2
386239,386239,442.0,2
386240,386240,439.0,2
386241,386241,439.0,2
386242,386242,434.0,2
386243,386243,433.0,2
386244,386244,433.0,2
386245,386245,432.0,2
386246,386246,432.0,2
386247,386247,433.0,2
386248,386248,433.0,2
386249,386249,446.0,2
386250,386250,458.0,2
386251,386251,457.0,2
386252,386252,459.0,2
386253,386253,461.0,2
386254,386254,462.0,2
386255,386255,461.0,2
386256,386256,463.0,2
386257,386257,466.0,2
386258,386258,467.0,2
386259,386259,468.0,2
386260,386260,470.0,2
386261,386261,472.0,2
386262,386262,482.0,2
386263,386263,483.0,2
386264,386264,485.0,2
386265,386265,492.0,2
386266,386266,490.0,2
386267,386267,493.0,2
386268,386268,496.0,2
386269,386269,496.0,2
386270,386270,496.0,2
386271,386271,501.0,2
386272,386272,501.0,2
386273,386273,500.0,2
386274,386274,504.0,2
386275,386275,512.0,2
386276,386276,514.0,2
386277,386277,515.0,2
386278,386278,528.0,2
386279,386279,527.0,2
386280,386280,541.0,2
386281,386281,543.0,2
386282,386282,541.0,2
386283,386283,545.0,2
386284,386284,546.0,2
386285,386285,544.0,2
386286,386286,554.0,2
386287,386287,553.0,2
386288,386288,556.0,2
386289,386289,549.0,2
386290,386290,547.0,2
386291,386291,549.0,2
386292,386292,544.0,2
386293,386293,544.0,2
386294,386294,544.0,2
386295,386295,547.0,2
386296,386296,553.0,2
386297,386297,553.0,2
386298,386298,554.0,2
386299,386299,542.0,2
386300,386300,539.0,2
386301,386301,526.0,2
386302,386302,526.0,2
386303,386303,526.0,2
386304,386304,526.0,2
386305,386305,528.0,2
386306,386306,535.0,2
386307,386307,568.0,2
386308,386308,568.0,2
386309,386309,568.0,2
386310,386310,568.0,2
386311,386311,568.0,2
386312,386312,568.0,2
386313,386313,570.0,2
386314,386314,564.0,2
386315,386315,564.0,2
386316,386316,566.0,2
386317,386317,568.0,2
386318,386318,568.0,2
386319,386319,569.0,2
386320,386320,571.0,2
386321,386321,568.0,2
386322,386322,566.0,2
386323,386323,574.0,2
386324,386324,575.0,2
386325,386325,565.0,2
386326,386326,564.0,2
386327,386327,565.0,2
386328,386328,569.0,2
386329,386329,570.0,2
386330,386330,572.0,2
386331,386331,567.0,2
386332,386332,564.0,2
386333,386333,566.0,2
386334,386334,572.0,2
386335,386335,583.0,1
386336,386336,584.0,1
386337,386337,586.0,1
386338,386338,586.0,1
386339,386339,587.0,1
386340,386340,591.0,1
386341,386341,596.0,1
386342,386342,607.0,1
386343,386343,604.0,1
386344,386344,604.0,1
386345,386345,593.0,1
386346,386346,564.0,1
386347,386347,562.0,1
386348,386348,562.0,1
386349,386349,562.0,1
386350,386350,564.0,1
386351,386351,564.0,1
386352,386352,562.0,1
386353,386353,588.0,1
386354,386354,595.0,1
386355,386355,601.0,1
386356,386356,599.0,1
386357,386357,593.0,1
386358,386358,578.0,1
386359,386359,572.0,1
386360,386360,574.0,1
386361,386361,574.0,1
386362,386362,576.0,1
386363,386363,590.0,1
386364,386364,592.0,1
386365,386365,594.0,1
386366,386366,593.0,1
386367,386367,588.0,1
386368,386368,592.0,1
386369,386369,588.0,1
386370,386370,590.0,1
386371,386371,594.0,1
386372,386372,594.0,1
386373,386373,594.0,1
386374,386374,594.0,1
386375,386375,599.0,1
386376,386376,588.0,1
386377,386377,597.0,1
386378,386378,593.0,1
386379,386379,586.0,1
386380,386380,584.0,1
386381,386381,594.0,1
386382,386382,594.0,1
386383,386383,598.0,1
386384,386384,604.0,1
386385,386385,607.0,1
386386,386386,611.0,0
386387,386387,629.0,0
386388,386388,630.0,0
386389,386389,631.0,0
386390,386390,631.0,0
386391,386391,635.0,0
386392,386392,643.0,0
386393,386393,648.0,0
386394,386394,626.0,0
386395,386395,605.0,0
386396,386396,601.0,0
386397,386397,605.0,0
386398,386398,588.0,0
386399,386399,588.0,0
386400,386400,588.0,0
386401,386401,590.0,0
386402,386402,597.0,0
386403,386403,597.0,0
386404,386404,597.0,0
386405,386405,599.0,0
386406,386406,606.0,0
386407,386407,609.0,0
386408,386408,609.0,0
386409,386409,615.0,0
386410,386410,614.0,0
386411,386411,609.0,0
386412,386412,609.0,0
386413,386413,613.0,0
386414,386414,589.0,0
386415,386415,591.0,0
386416,386416,592.0,0
386417,386417,591.0,0
386418,386418,588.0,0
386419,386419,594.0,0
386420,386420,595.0,0
386421,386421,555.0,0
386422,386422,554.0,0
386423,386423,555.0,0
386424,386424,556.0,0
386425,386425,554.0,0
386426,386426,535.0,0
386427,386427,547.0,0
386428,386428,545.0,0
386429,386429,543.0,0
386430,386430,548.0,0
386431,386431,542.0,0
386432,386432,542.0,0
386433,386433,540.0,0
386434,386434,565.0,0
386435,386435,568.0,0
386436,386436,566.0,0
386437,386437,569.0,0
386438,386438,571.0,0
386439,386439,577.0,0
386440,386440,576.0,0
386441,386441,582.0,0
386442,386442,587.0,0
386443,386443,587.0,0
386444,386444,584.0,0
386445,386445,584.0,0
386446,386446,582.0,0
386447,386447,582.0,0
386448,386448,604.0,0
386449,386449,609.0,0
386450,386450,609.0,0
386451,386451,611.0,0
386452,386452,611.0,0
386453,386453,615.0,0
386454,386454,617.0,0
386455,386455,616.0,0
386456,386456,619.0,0
386457,386457,618.0,0
386458,386458,624.0,0
386459,386459,616.0,0
386460,386460,621.0,0
386461,386461,623.0,0
386462,386462,644.0,0
386463,386463,643.0,0
386464,386464,659.0,0
386465,386465,657.0,0
386466,386466,659.0,0
386467,386467,660.0,0
386468,386468,666.0,0
386469,386469,666.0,0
386470,386470,669.0,0
386471,386471,670.0,0
386472,386472,671.0,0
386473,386473,671.0,0
386474,386474,671.0,0
386475,386475,671.0,0
386476,386476,677.0,1
386477,386477,677.0,1
386478,386478,678.0,1
386479,386479,680.0,1
386480,386480,684.0,1
386481,386481,696.0,1
386482,386482,704.0,1
386483,386483,707.0,1
386484,386484,706.0,1
386485,386485,719.0,1
386486,386486,763.0,1
386487,386487,759.0,1
386488,386488,761.0,1
386489,386489,769.0,1
386490,386490,819.0,1
386491,386491,822.0,1
386492,386492,824.0,1
386493,386493,830.0,1
386494,386494,830.0,1
386495,386495,830.0,1
386496,386496,873.0,1
386497,386497,896.0,1
386498,386498,893.0,1
386499,386499,897.0,1
386500,386500,903.0,1
386501,386501,874.0,1
386502,386502,869.0,1
386503,386503,875.0,1
386504,386504,863.0,1
386505,386505,868.0,1
386506,386506,926.0,1
386507,386507,944.0,1
386508,386508,903.0,1
386509,386509,912.0,1
386510,386510,914.0,1
386511,386511,898.0,1
386512,386512,912.0,1
386513,386513,933.0,1
386514,386514,964.0,1
386515,386515,966.0,1
386516,386516,976.0,1
386517,386517,975.0,1
386518,386518,976.0,1
386519,386519,973.0,1
386520,386520,976.0,1
386521,386521,979.0,1
386522,386522,979.0,1
386523,386523,986.0,1
386524,386524,986.0,1
386525,386525,991.0,1
386526,386526,999.0,1
386527,386527,997.0,1
386528,386528,998.0,1
386529,386529,998.0,1
386530,386530,998.0,1
386531,386531,1000.0,1
386532,386532,1005.0,1
386533,386533,1016.0,1
386534,386534,1023.0,1
386535,386535,1024.0,1
386536,386536,1025.0,1
386537,386537,1026.0,1
386538,386538,1035.0,1
386539,386539,1039.0,1
386540,386540,1036.0,1
386541,386541,1037.0,1
386542,386542,1059.0,1
386543,386543,1053.0,1
386544,386544,1090.0,1
386545,386545,1086.0,1
386546,386546,1076.0,1
386547,386547,1067.0,1
386548,386548,1071.0,1
386549,386549,1086.0,1
386550,386550,1126.0,1
386551,386551,1128.0,1
386552,386552,1140.0,1
386553,386553,1169.0,1
386554,386554,1169.0,1
386555,386555,1172.0,1
386556,386556,1172.0,1
386557,386557,1176.0,1
386558,386558,1180.0,1
386559,386559,1189.0,1
386560,386560,1204.0,1
386561,386561,1202.0,1
386562,386562,1192.0,1
386563,386563,1178.0,1
386564,386564,1176.0,1
386565,386565,1177.0,1
386566,386566,1160.0,1
386567,386567,1161.0,1
386568,386568,1178.0,1
386569,386569,1157.0,1
386570,386570,1166.0,1
386571,386571,1189.0,1
386572,386572,1193.0,1
386573,386573,1209.0,1
386574,386574,1211.0,1
386575,386575,1210.0,1
386576,386576,1218.0,1
386577,386577,1245.0,1
386578,386578,1248.0,1
386579,386579,1236.0,1
386580,386580,1221.0,1
386581,386581,1225.0,1
386582,386582,1219.0,1
386583,386583,1217.0,1
386584,386584,1207.0,1
386585,386585,1194.0,1
386586,386586,1191.0,1
386587,386587,1191.0,1
386588,386588,1237.0,1
386589,386589,1234.0,1
386590,386590,1254.0,1
386591,386591,1256.0,1
386592,386592,1259.0,1
386593,386593,1261.0,1
386594,386594,1261.0,1
386595,386595,1279.0,1
386596,386596,1279.0,1
386597,386597,1292.0,1
386598,386598,1305.0,1
386599,386599,1316.0,1
386600,386600,1315.0,1
386601,386601,1304.0,1
386602,386602,1305.0,1
386603,386603,1305.0,1
386604,386604,1316.0,1
386605,386605,1322.0,1
386606,386606,1342.0,1
386607,386607,1371.0,1
386608,386608,1376.0,1
386609,386609,1377.0,1
386610,386610,1378.0,1
386611,386611,1386.0,1
386612,386612,1389.0,1
386613,386613,1391.0,1
386614,386614,1396.0,1
386615,386615,1400.0,1
386616,386616,1400.0,1
386617,386617,1413.0,1
386618,386618,1455.0,1
386619,386619,1455.0,1
386620,386620,1459.0,1
386621,386621,1463.0,1
386622,386622,1461.0,1
386623,386623,1462.0,1
386624,386624,1464.0,1
386625,386625,1464.0,1
386626,386626,1465.0,1
386627,386627,1465.0,1
386628,386628,1468.0,1
386629,386629,1466.0,1
386630,386630,1470.0,1
386631,386631,1478.0,1
386632,386632,1497.0,1
386633,386633,1500.0,1
386634,386634,1517.0,1
386635,386635,1569.0,1
386636,386636,1549.0,1
386637,386637,1542.0,1
386638,386638,1586.0,1
386639,386639,1525.0,1
386640,386640,1548.0,1
386641,386641,1573.0,1
386642,386642,1568.0,1
386643,386643,1568.0,1
386644,386644,1588.0,1
386645,386645,1589.0,1
386646,386646,1589.0,1
386647,386647,1589.0,1
386648,386648,1589.0,1
386649,386649,1602.0,1
386650,386650,1602.0,1
386651,386651,1604.0,1
386652,386652,1605.0,1
386653,386653,1606.0,1
386654,386654,1608.0,1
386655,386655,1612.0,1
386656,386656,1619.0,1
386657,386657,1611.0,1
386658,386658,1605.0,1
386659,386659,1613.0,1
386660,386660,1589.0,1
386661,386661,1524.0,1
386662,386662,1515.0,1
386663,386663,1498.0,1
386664,386664,1508.0,1
386665,386665,1512.0,1
386666,386666,1525.0,1
386667,386667,1531.0,1
386668,386668,1546.0,1
386669,386669,1549.0,1
386670,386670,1551.0,1
386671,386671,1550.0,1
386672,386672,1551.0,1
386673,386673,1549.0,1
386674,386674,1569.0,1
386675,386675,1604.0,1
386676,386676,1610.0,1
386677,386677,1609.0,1
386678,386678,1609.0,1
386679,386679,1609.0,1
386680,386680,1616.0,2
386681,386681,1617.0,2
386682,386682,1617.0,2
386683,386683,1616.0,2
386684,386684,1610.0,2
386685,386685,1555.0,2
386686,386686,1511.0,2
386687,386687,1579.0,2
386688,386688,1581.0,2
386689,386689,1583.0,2
386690,386690,1592.0,2
386691,386691,1597.0,2
386692,386692,1599.0,2
386693,386693,1591.0,3
386694,386694,1563.0,3
386695,386695,1590.0,3
386696,386696,1574.0,4
386697,386697,1541.0,4
386698,386698,1481.0,4
386699,386699,1364.0,3
386700,386700,1362.0,3
386701,386701,1366.0,3
386702,386702,1361.0,3
386703,386703,1390.0,3
386704,386704,1389.0,3
386705,386705,1410.0,3
386706,386706,1410.0,3
386707,386707,1409.0,3
386708,386708,1408.0,3
386709,386709,1401.0,3
386710,386710,1401.0,3
386711,386711,1398.0,3
386712,386712,1410.0,3
386713,386713,1413.0,3
386714,386714,1422.0,3
386715,386715,1425.0,3
386716,386716,1440.0,3
386717,386717,1501.0,3
386718,386718,1498.0,3
386719,386719,1526.0,3
386720,386720,1526.0,3
386721,386721,1525.0,3
386722,386722,1526.0,3
386723,386723,1552.0,3
386724,386724,1548.0,3
386725,386725,1549.0,3
386726,386726,1553.0,3
386727,386727,1554.0,3
386728,386728,1550.0,3
386729,386729,1552.0,3
386730,386730,1529.0,3
386731,386731,1528.0,2
386732,386732,1528.0,2
386733,386733,1463.0,2
386734,386734,1444.0,2
386735,386735,1440.0,2
386736,386736,1439.0,2
386737,386737,1462.0,2
386738,386738,1454.0,2
386739,386739,1453.0,2
386740,386740,1452.0,2
386741,386741,1453.0,2
386742,386742,1485.0,2
386743,386743,1473.0,1
386744,386744,1481.0,1
386745,386745,1485.0,1
386746,386746,1472.0,1
386747,386747,1445.0,1
386748,386748,1421.0,1
386749,386749,1341.0,1
386750,386750,1320.0,1
386751,386751,1322.0,1
386752,386752,1340.0,1
386753,386753,1265.0,0
386754,386754,1253.0,0
386755,386755,1245.0,0
386756,386756,1245.0,0
386757,386757,1254.0,0
386758,386758,1274.0,0
386759,386759,1275.0,0
386760,386760,1275.0,0
386761,386761,1279.0,0
386762,386762,1297.0,0
386763,386763,1296.0,0
386764,386764,1296.0,0
386765,386765,1296.0,0
386766,386766,1287.0,0
386767,386767,1289.0,0
386768,386768,1288.0,0
386769,386769,1284.0,0
386770,386770,1215.0,0
386771,386771,1214.0,0
386772,386772,1219.0,0
386773,386773,1200.0,0
386774,386774,1217.0,0
386775,386775,1203.0,0
386776,386776,1209.0,0
386777,386777,1208.0,0
386778,386778,1213.0,0
386779,386779,1215.0,0
386780,386780,1215.0,0
386781,386781,1227.0,0
386782,386782,1227.0,0
386783,386783,1227.0,0
386784,386784,1229.0,0
386785,386785,1229.0,0
386786,386786,1250.0,0
386787,386787,1251.0,0
386788,386788,1254.0,0
386789,386789,1254.0,0
386790,386790,1254.0,0
386791,386791,1276.0,0
386792,386792,1276.0,0
386793,386793,1320.0,0
386794,386794,1320.0,0
386795,386795,1321.0,0
386796,386796,1337.0,0
386797,386797,1339.0,0
386798,386798,1343.0,0
386799,386799,1343.0,0
386800,386800,1286.0,0
386801,386801,1287.0,0
386802,386802,1221.0,0
386803,386803,1210.0,0
386804,386804,1204.0,0
386805,386805,1198.0,0
386806,386806,1198.0,0
386807,386807,1198.0,0
386808,386808,1199.0,0
386809,386809,1195.0,0
386810,386810,1201.0,0
386811,386811,1206.0,0
386812,386812,1210.0,0
386813,386813,1212.0,0
386814,386814,1213.0,0
386815,386815,1213.0,0
386816,386816,1214.0,0
386817,386817,1217.0,0
386818,386818,1220.0,0
386819,386819,1220.0,0
386820,386820,1226.0,0
386821,386821,1228.0,0
386822,386822,1226.0,0
386823,386823,1227.0,0
386824,386824,1234.0,0
386825,386825,1242.0,0
386826,386826,1240.0,0
386827,386827,1240.0,0
386828,386828,1242.0,0
386829,386829,1242.0,0
386830,386830,1247.0,0
386831,386831,1248.0,0
386832,386832,1273.0,0
386833,386833,1279.0,0
386834,386834,1310.0,0
386835,386835,1313.0,0
386836,386836,1314.0,0
386837,386837,1314.0,0
386838,386838,1313.0,0
386839,386839,1307.0,0
386840,386840,1292.0,0
386841,386841,1196.0,0
386842,386842,1181.0,0
386843,386843,1148.0,0
386844,386844,1141.0,0
386845,386845,1130.0,0
386846,386846,1126.0,0
386847,386847,1154.0,0
386848,386848,1146.0,0
386849,386849,1146.0,0
386850,386850,1158.0,0
386851,386851,1151.0,0
386852,386852,1174.0,0
386853,386853,1153.0,0
386854,386854,1162.0,0
386855,386855,1148.0,0
386856,386856,1116.0,0
386857,386857,1106.0,0
386858,386858,1036.0,0
386859,386859,1040.0,0
386860,386860,1003.0,0
386861,386861,1002.0,0
386862,386862,1038.0,0
386863,386863,1032.0,0
386864,386864,1041.0,0
386865,386865,1052.0,0
386866,386866,997.0,0
386867,386867,992.0,0
386868,386868,991.0,0
386869,386869,984.0,0
386870,386870,989.0,0
386871,386871,993.0,0
386872,386872,997.0,0
386873,386873,997.0,0
386874,386874,999.0,0
386875,386875,1007.0,0
386876,386876,1007.0,0
386877,386877,1004.0,0
386878,386878,1005.0,0
386879,386879,1006.0,0
386880,386880,1004.0,0
386881,386881,1010.0,0
386882,386882,1004.0,0
386883,386883,1005.0,0
386884,386884,1004.0,0
386885,386885,1005.0,0
386886,386886,1005.0,0
386887,386887,1005.0,0
386888,386888,1005.0,0
386889,386889,1007.0,0
386890,386890,1008.0,0
386891,386891,1014.0,0
386892,386892,1011.0,0
386893,386893,998.0,0
386894,386894,996.0,0
386895,386895,926.0,0
386896,386896,924.0,0
386897,386897,903.0,0
386898,386898,912.0,0
386899,386899,911.0,0
386900,386900,914.0,0
386901,386901,910.0,0
386902,386902,934.0,0
386903,386903,932.0,0
386904,386904,932.0,0
386905,386905,936.0,0
386906,386906,940.0,0
386907,386907,928.0,0
386908,386908,928.0,0
386909,386909,898.0,0
386910,386910,813.0,0
386911,386911,801.0,0
386912,386912,795.0,0
386913,386913,789.0,0
386914,386914,727.0,0
386915,386915,725.0,0
386916,386916,742.0,0
386917,386917,743.0,0
386918,386918,736.0,0
386919,386919,737.0,0
386920,386920,737.0,0
386921,386921,748.0,0
386922,386922,746.0,0
386923,386923,746.0,0
386924,386924,746.0,0
386925,386925,748.0,0
386926,386926,752.0,0
386927,386927,742.0,0
386928,386928,742.0,0
386929,386929,743.0,0
386930,386930,751.0,0
386931,386931,751.0,0
386932,386932,769.0,0
386933,386933,771.0,0
386934,386934,773.0,0
386935,386935,775.0,0
386936,386936,775.0,0
386937,386937,772.0,0
386938,386938,775.0,0
386939,386939,781.0,0
386940,386940,783.0,0
386941,386941,783.0,0
386942,386942,784.0,0
386943,386943,786.0,0
386944,386944,786.0,0
386945,386945,787.0,0
386946,386946,793.0,0
386947,386947,794.0,0
386948,386948,795.0,0
386949,386949,795.0,0
386950,386950,795.0,0
386951,386951,793.0,0
386952,386952,790.0,0
386953,386953,794.0,1
386954,386954,787.0,1
386955,386955,784.0,1
386956,386956,782.0,1
386957,386957,781.0,1
386958,386958,758.0,1
386959,386959,759.0,1
386960,386960,762.0,1
386961,386961,766.0,1
386962,386962,767.0,1
386963,386963,769.0,1
386964,386964,769.0,1
386965,386965,764.0,1
386966,386966,767.0,1
386967,386967,770.0,1
386968,386968,767.0,1
386969,386969,761.0,1
386970,386970,760.0,1
386971,386971,740.0,1
386972,386972,731.0,1
386973,386973,718.0,1
386974,386974,719.0,1
386975,386975,752.0,1
386976,386976,752.0,1
386977,386977,752.0,1
386978,386978,754.0,1
386979,386979,756.0,1
386980,386980,747.0,1
386981,386981,747.0,1
386982,386982,746.0,1
386983,386983,749.0,1
386984,386984,739.0,1
386985,386985,701.0,1
386986,386986,584.0,1
386987,386987,556.0,1
386988,386988,558.0,1
386989,386989,569.0,1
386990,386990,580.0,1
386991,386991,579.0,1
386992,386992,576.0,1
386993,386993,574.0,1
386994,386994,573.0,1
386995,386995,573.0,1
386996,386996,570.0,1
386997,386997,571.0,1
386998,386998,572.0,1
386999,386999,572.0,1
387000,387000,572.0,1
387001,387001,572.0,1
387002,387002,573.0,1
387003,387003,567.0,1
387004,387004,568.0,1
387005,387005,570.0,1
387006,387006,569.0,1
387007,387007,569.0,1
387008,387008,571.0,1
387009,387009,582.0,1
387010,387010,582.0,1
387011,387011,582.0,1
387012,387012,582.0,1
387013,387013,584.0,1
387014,387014,581.0,1
387015,387015,576.0,1
387016,387016,576.0,1
387017,387017,563.0,1
387018,387018,561.0,1
387019,387019,572.0,1
387020,387020,554.0,1
387021,387021,547.0,1
387022,387022,540.0,1
387023,387023,543.0,1
387024,387024,524.0,1
387025,387025,521.0,1
387026,387026,521.0,1
387027,387027,524.0,1
387028,387028,525.0,1
387029,387029,527.0,1
387030,387030,535.0,1
387031,387031,533.0,1
387032,387032,536.0,1
387033,387033,536.0,1
387034,387034,537.0,1
387035,387035,518.0,1
387036,387036,518.0,1
387037,387037,516.0,1
387038,387038,517.0,1
387039,387039,517.0,1
387040,387040,514.0,1
387041,387041,500.0,1
387042,387042,497.0,1
387043,387043,477.0,0
387044,387044,475.0,0
387045,387045,454.0,0
387046,387046,447.0,0
387047,387047,454.0,0
387048,387048,463.0,0
387049,387049,466.0,0
387050,387050,467.0,0
387051,387051,468.0,0
387052,387052,472.0,0
387053,387053,473.0,0
387054,387054,487.0,0
387055,387055,489.0,0
387056,387056,491.0,0
387057,387057,492.0,0
387058,387058,493.0,0
387059,387059,496.0,0
387060,387060,497.0,0
387061,387061,496.0,0
387062,387062,497.0,0
387063,387063,497.0,0
387064,387064,497.0,0
387065,387065,496.0,0
387066,387066,496.0,0
387067,387067,496.0,0
387068,387068,498.0,1
387069,387069,499.0,1
387070,387070,501.0,1
387071,387071,499.0,1
387072,387072,498.0,1
387073,387073,498.0,1
387074,387074,501.0,1
387075,387075,501.0,1
387076,387076,507.0,1
387077,387077,508.0,1
387078,387078,509.0,1
387079,387079,513.0,1
387080,387080,525.0,1
387081,387081,525.0,1
387082,387082,523.0,1
387083,387083,522.0,1
387084,387084,521.0,1
387085,387085,529.0,1
387086,387086,535.0,1
387087,387087,539.0,1
387088,387088,538.0,1
387089,387089,538.0,1
387090,387090,539.0,1
387091,387091,550.0,1
387092,387092,546.0,1
387093,387093,547.0,1
387094,387094,547.0,1
387095,387095,547.0,1
387096,387096,547.0,1
387097,387097,547.0,1
387098,387098,507.0,1
387099,387099,503.0,1
387100,387100,503.0,1
387101,387101,502.0,1
387102,387102,496.0,1
387103,387103,469.0,1
387104,387104,471.0,1
387105,387105,449.0,1
387106,387106,449.0,1
387107,387107,452.0,1
387108,387108,451.0,1
387109,387109,445.0,1
387110,387110,445.0,1
387111,387111,451.0,1
387112,387112,455.0,1
387113,387113,470.0,1
387114,387114,468.0,1
387115,387115,468.0,1
387116,387116,464.0,1
387117,387117,466.0,1
387118,387118,466.0,1
387119,387119,467.0,1
387120,387120,467.0,1
387121,387121,467.0,1
387122,387122,467.0,1
387123,387123,461.0,1
387124,387124,448.0,1
387125,387125,467.0,1
387126,387126,466.0,1
387127,387127,466.0,1
387128,387128,466.0,1
387129,387129,468.0,1
387130,387130,468.0,1
387131,387131,467.0,1
387132,387132,457.0,1
387133,387133,459.0,1
387134,387134,459.0,1
387135,387135,464.0,1
387136,387136,449.0,1
387137,387137,450.0,1
387138,387138,450.0,1
387139,387139,449.0,1
387140,387140,452.0,1
387141,387141,451.0,1
387142,387142,443.0,1
387143,387143,452.0,1
387144,387144,445.0,1
387145,387145,432.0,1
387146,387146,432.0,1
387147,387147,397.0,1
387148,387148,401.0,1
387149,387149,402.0,1
387150,387150,405.0,1
387151,387151,406.0,1
387152,387152,410.0,1
387153,387153,407.0,1
387154,387154,395.0,1
387155,387155,396.0,1
387156,387156,404.0,1
387157,387157,387.0,1
387158,387158,390.0,1
387159,387159,390.0,1
387160,387160,387.0,1
387161,387161,387.0,1
387162,387162,389.0,1
387163,387163,395.0,1
387164,387164,395.0,1
387165,387165,395.0,1
387166,387166,397.0,1
387167,387167,395.0,1
387168,387168,395.0,1
387169,387169,394.0,1
387170,387170,397.0,1
387171,387171,397.0,1
387172,387172,398.0,1
387173,387173,398.0,1
387174,387174,398.0,1
387175,387175,398.0,1
387176,387176,395.0,1
387177,387177,392.0,1
387178,387178,392.0,1
387179,387179,396.0,1
387180,387180,396.0,1
387181,387181,397.0,1
387182,387182,397.0,1
387183,387183,407.0,1
387184,387184,405.0,1
387185,387185,406.0,1
387186,387186,404.0,1
387187,387187,405.0,1
387188,387188,409.0,1
387189,387189,411.0,1
387190,387190,410.0,1
387191,387191,410.0,1
387192,387192,412.0,1
387193,387193,424.0,1
387194,387194,427.0,1
387195,387195,428.0,1
387196,387196,428.0,1
387197,387197,432.0,1
387198,387198,435.0,1
387199,387199,436.0,1
387200,387200,436.0,1
387201,387201,437.0,1
387202,387202,438.0,1
387203,387203,439.0,1
387204,387204,431.0,1
387205,387205,426.0,1
387206,387206,424.0,1
387207,387207,423.0,1
387208,387208,433.0,1
387209,387209,444.0,1
387210,387210,444.0,1
387211,387211,444.0,1
387212,387212,444.0,1
387213,387213,444.0,1
387214,387214,442.0,1
387215,387215,442.0,1
387216,387216,435.0,1
387217,387217,436.0,1
387218,387218,445.0,1
387219,387219,441.0,1
387220,387220,441.0,1
387221,387221,441.0,1
387222,387222,441.0,1
387223,387223,442.0,1
387224,387224,443.0,1
387225,387225,442.0,1
387226,387226,448.0,1
387227,387227,450.0,1
387228,387228,458.0,1
387229,387229,469.0,1
387230,387230,472.0,1
387231,387231,473.0,1
387232,387232,473.0,1
387233,387233,473.0,1
387234,387234,474.0,1
387235,387235,481.0,1
387236,387236,492.0,1
387237,387237,494.0,1
387238,387238,488.0,1
387239,387239,488.0,1
387240,387240,488.0,1
387241,387241,488.0,1
387242,387242,490.0,1
387243,387243,493.0,1
387244,387244,493.0,1
387245,387245,494.0,1
387246,387246,501.0,1
387247,387247,487.0,1
387248,387248,487.0,1
387249,387249,493.0,1
387250,387250,492.0,1
387251,387251,488.0,1
387252,387252,489.0,1
387253,387253,481.0,1
387254,387254,479.0,1
387255,387255,467.0,1
387256,387256,464.0,1
387257,387257,390.0,1
387258,387258,352.0,1
387259,387259,347.0,1
387260,387260,311.0,1
387261,387261,314.0,1
387262,387262,314.0,1
387263,387263,315.0,1
387264,387264,320.0,1
387265,387265,317.0,1
387266,387266,317.0,1
387267,387267,317.0,1
387268,387268,320.0,1
387269,387269,321.0,1
387270,387270,321.0,1
387271,387271,319.0,1
387272,387272,315.0,1
387273,387273,314.0,1
387274,387274,308.0,1
387275,387275,307.0,1
387276,387276,307.0,1
387277,387277,313.0,1
387278,387278,319.0,1
387279,387279,323.0,1
387280,387280,324.0,1
387281,387281,320.0,0
387282,387282,321.0,0
387283,387283,320.0,0
387284,387284,327.0,0
387285,387285,326.0,0
